,date,latitude,longitude,species,total,habitat,year
1059, 2010-09-02 ,78.7666666666667,24.65,common minkie whale,1,unknown,2010
1060, 2010-09-02 ,78.8,24.8,common minkie whale,1,unknown,2010
1061, 2010-09-02 ,78.8,24.8,common minkie whale,1,unknown,2010
1062, 2010-09-02 ,78.75,24.6333333333333,common minkie whale,1,unknown,2010
1063, 2010-09-02 ,78.8,24.8,common minkie whale,1,unknown,2010
1064, 2010-09-02 ,78.7666666666667,24.6833333333333,common minkie whale,1,unknown,2010
1065, 2010-09-02 ,78.7,24.6,common minkie whale,1,unknown,2010
1066, 2010-09-02 ,78.7166666666667,24.6166666666667,common minkie whale,1,unknown,2010
1067, 2010-09-02 ,78.7,24.6,common minkie whale,1,unknown,2010
1068, 2010-09-02 ,78.8166666666667,24.8166666666667,common minkie whale,1,unknown,2010
1069, 2010-09-02 ,78.8333333333333,25.55,common minkie whale,1,unknown,2010
1070, 2010-09-02 ,78.7666666666667,24.7,common minkie whale,1,unknown,2010
1071, 2010-09-02 ,78.8166666666667,24.8166666666667,common minkie whale,1,unknown,2010
1072, 2010-09-02 ,78.7333333333333,24.6333333333333,common minkie whale,1,unknown,2010
1073, 2010-09-02 ,78.6666666666667,24.5666666666667,common minkie whale,1,unknown,2010
1074, 2010-09-02 ,78.6833333333333,24.5833333333333,common minkie whale,1,unknown,2010
1075, 2010-09-02 ,78.7333333333333,24.6333333333333,common minkie whale,1,unknown,2010
1076, 2010-09-02 ,78.7666666666667,24.6833333333333,common minkie whale,1,unknown,2010
1077, 2010-09-02 ,78.7666666666667,24.6833333333333,common minkie whale,1,unknown,2010
1078, 2010-09-02 ,78.8666666666667,25.6666666666667,common minkie whale,1,unknown,2010
1079, 2010-09-02 ,78.7,24.6,common minkie whale,1,unknown,2010
1080, 2010-09-02 ,78.7333333333333,24.6333333333333,common minkie whale,1,unknown,2010
1081, 2010-09-02 ,78.7833333333333,24.7166666666667,common minkie whale,1,unknown,2010
1082, 2010-09-02 ,78.8666666666667,25.65,common minkie whale,1,unknown,2010
1083, 2010-09-02 ,78.8166666666667,24.8166666666667,common minkie whale,1,unknown,2010
1084, 2010-09-02 ,78.7,24.6,common minkie whale,1,unknown,2010
1085, 2010-09-02 ,78.7,24.6,common minkie whale,1,unknown,2010
1086, 2010-09-02 ,78.8333333333333,25.5,common minkie whale,1,unknown,2010
1087, 2010-09-02 ,78.8333333333333,25.55,common minkie whale,1,unknown,2010
1088, 2010-09-02 ,78.7,24.6,common minkie whale,1,unknown,2010
1089, 2010-09-02 ,78.7833333333333,24.7833333333333,common minkie whale,1,unknown,2010
1090, 2010-09-02 ,78.75,24.6333333333333,common minkie whale,1,unknown,2010
1091, 2010-09-02 ,78.7833333333333,24.7333333333333,common minkie whale,1,unknown,2010
1092, 2010-09-02 ,78.8333333333333,25.5333333333333,common minkie whale,1,unknown,2010
1093, 2010-09-02 ,78.8166666666667,24.8166666666667,common minkie whale,1,unknown,2010
1094, 2010-09-02 ,78.8166666666667,24.8166666666667,common minkie whale,1,unknown,2010
1095, 2010-09-02 ,78.8,24.8,common minkie whale,1,unknown,2010
1096, 2010-09-02 ,78.7666666666667,24.6666666666667,common minkie whale,1,unknown,2010
1097, 2010-09-02 ,78.8166666666667,25.45,common minkie whale,1,unknown,2010
1098, 2010-09-02 ,78.7166666666667,24.6,common minkie whale,1,unknown,2010
1099, 2010-09-02 ,78.7333333333333,24.6333333333333,common minkie whale,1,unknown,2010
1100, 2010-09-02 ,78.8,24.8,common minkie whale,1,unknown,2010
1101, 2010-09-02 ,78.8,24.8,common minkie whale,1,unknown,2010
1102, 2010-09-02 ,78.6666666666667,24.5666666666667,common minkie whale,1,unknown,2010
1103, 2010-09-03 ,76.0666666666667,22.8666666666667,common minkie whale,1,unknown,2010
1104, 2010-09-03 ,76.55,23.0833333333333,common minkie whale,1,unknown,2010
1105, 2010-09-04 ,79.9166666666667,14.4166666666667,common minkie whale,1,unknown,2010
1106, 2010-09-04 ,74.0666666666667,21.4833333333333,common minkie whale,1,unknown,2010
1107, 2010-09-04 ,74.1333333333333,21.4833333333333,common minkie whale,1,unknown,2010
1108, 2010-09-04 ,74.6833333333333,21.5166666666667,common minkie whale,1,unknown,2010
1109, 2010-09-04 ,74.6833333333333,21.5166666666667,common minkie whale,1,unknown,2010
1110, 2010-09-04 ,79.7,14.2,common minkie whale,1,unknown,2010
1111, 2010-09-04 ,74.3,21.5,common minkie whale,1,unknown,2010
1112, 2010-09-04 ,74.9333333333333,21.2833333333333,common minkie whale,1,unknown,2010
1113, 2010-09-06 ,74.3166666666667,17.9333333333333,common minkie whale,1,unknown,2010
1114, 2010-09-06 ,74.3166666666667,17.9,common minkie whale,1,unknown,2010
1115, 2010-09-06 ,78.4166666666667,9.21666666666667,common minkie whale,1,unknown,2010
1116, 2010-09-06 ,74.3166666666667,17.8833333333333,common minkie whale,1,unknown,2010
1117, 2010-09-06 ,74.3166666666667,17.2333333333333,common minkie whale,1,unknown,2010
1118, 2010-09-06 ,74.3166666666667,17.85,common minkie whale,1,unknown,2010
1119, 2010-09-06 ,74.3166666666667,18.0166666666667,common minkie whale,1,unknown,2010
1120, 2010-09-06 ,74.3166666666667,18.2666666666667,common minkie whale,1,unknown,2010
1121, 2010-09-06 ,74.3166666666667,18.2666666666667,common minkie whale,1,unknown,2010
1122, 2010-09-07 ,74.95,12.1166666666667,common minkie whale,1,unknown,2010
1123, 2010-09-08 ,75.55,17.65,common minkie whale,1,unknown,2010
1124, 2010-09-08 ,76.0166666666667,19.45,common minkie whale,1,unknown,2010
1125, 2010-09-08 ,75.8333333333333,18.95,common minkie whale,1,unknown,2010
1126, 2010-09-08 ,75.7,18.5333333333333,common minkie whale,1,unknown,2010
1127, 2010-09-08 ,75.95,19.3,common minkie whale,1,unknown,2010
1128, 2010-09-08 ,75.8,18.8166666666667,common minkie whale,1,unknown,2010
1129, 2010-09-08 ,75.9333333333333,19.2166666666667,common minkie whale,1,unknown,2010
1130, 2010-09-08 ,75.95,19.25,common minkie whale,1,unknown,2010
1131, 2010-09-08 ,75.55,17.6,common minkie whale,1,unknown,2010
1132, 2010-09-08 ,76.0166666666667,19.4666666666667,common minkie whale,1,unknown,2010
1133, 2010-09-08 ,76.0166666666667,19.45,common minkie whale,1,unknown,2010
1134, 2010-09-08 ,75.55,17.6833333333333,common minkie whale,1,unknown,2010
1135, 2010-09-09 ,76.75,17.8666666666667,common minkie whale,1,unknown,2010
1136, 2010-09-09 ,76.5666666666667,17.6333333333333,common minkie whale,1,unknown,2010
1137, 2010-09-09 ,78.1255,13.5711,common minkie whale,1,water,2010
1138, 2010-09-09 ,76.5,17.4666666666667,common minkie whale,1,unknown,2010
1139, 2010-09-09 ,76.55,17.5666666666667,common minkie whale,1,unknown,2010
1140, 2010-09-09 ,76.7833333333333,17.9333333333333,common minkie whale,1,unknown,2010
1141, 2010-09-10 ,76.0833333333333,10.5666666666667,common minkie whale,1,unknown,2010
1142, 2010-09-11 ,75.9666666666667,25.4,common minkie whale,1,unknown,2010
1143, 2010-09-11 ,77.0333333333333,13.9833333333333,common minkie whale,1,unknown,2010
1144, 2010-09-11 ,77.1,13.4666666666667,common minkie whale,1,unknown,2010
1145, 2010-09-11 ,76.0,25.4,common minkie whale,1,unknown,2010
1146, 2010-09-12 ,77.2833333333333,9.31666666666667,common minkie whale,1,unknown,2010
1147, 2010-09-12 ,77.3166666666667,9.56666666666667,common minkie whale,1,unknown,2010
1148, 2010-09-16 ,76.7833333333333,14.8833333333333,common minkie whale,1,unknown,2010
1149, 2010-09-16 ,78.4666666666667,8.49,common minkie whale,1,unknown,2010
1150, 2010-09-17 ,79.739,11.0519,common minkie whale,1,water,2010
1151, 2010-09-17 ,79.7166666666667,14.2333333333333,common minkie whale,1,unknown,2010
1152, 2010-09-18 ,78.1139,12.9274333333333,common minkie whale,1,unknown,2010
1153, 2010-09-18 ,77.4833333333333,36.0833333333333,common minkie whale,1,unknown,2010
1154, 2010-09-19 ,77.9333333333333,33.25,common minkie whale,1,unknown,2010
1155, 2010-09-19 ,74.73652,17.7910266666667,common minkie whale,1,unknown,2010
1156, 2010-09-23 ,77.5,32.3666666666667,common minkie whale,1,unknown,2010
1157, 2010-09-23 ,78.2,15.1166666666667,common minkie whale,1,unknown,2010
1158, 2010-10-03 ,75.1833333333333,6.78333333333333,common minkie whale,1,unknown,2010
1159, 2010-11-01 ,79.606,12.7449,common minkie whale,1,unknown,2010
1160, 2010-11-06 ,79.613,12.9639,common minkie whale,1,unknown,2010
1161, 2010-11-08 ,79.613,12.9639,common minkie whale,1,unknown,2010
1162, 2010-11-10 ,79.7166,14.0358,common minkie whale,1,unknown,2010
1163, 2010-12-30 ,78.967,10.483,common minkie whale,1,unknown,2010
1164, 2011-05-19 ,77.5166666666667,12.3166666666667,common minkie whale,1,unknown,2011
1165, 2011-06-12 ,80.0923333333333,15.1045,common minkie whale,1,unknown,2011
1166, 2011-06-15 ,78.1398333333333,13.6193333333333,common minkie whale,1,unknown,2011
1167, 2011-06-16 ,74.15,17.8833333333333,common minkie whale,1,unknown,2011
1168, 2011-06-18 ,74.6833333333333,17.6333333333333,common minkie whale,1,unknown,2011
1169, 2011-06-18 ,76.5916666666667,17.46,common minkie whale,1,ice,2011
1170, 2011-06-18 ,74.6833333333333,17.0333333333333,common minkie whale,1,unknown,2011
1171, 2011-06-18 ,74.4666666666667,17.7,common minkie whale,1,unknown,2011
1172, 2011-06-19 ,76.4045,18.0808333333333,common minkie whale,1,ice,2011
1173, 2011-06-19 ,79.87,11.83,common minkie whale,1,unknown,2011
1174, 2011-06-19 ,74.7166666666667,17.7166666666667,common minkie whale,1,unknown,2011
1175, 2011-06-19 ,79.555,8.814,common minkie whale,1,unknown,2011
1176, 2011-06-19 ,76.4466666666667,18.4466666666667,common minkie whale,1,ice,2011
1177, 2011-06-19 ,74.55,17.5333333333333,common minkie whale,1,unknown,2011
1178, 2011-06-19 ,74.6166666666667,17.6166666666667,common minkie whale,1,unknown,2011
1179, 2011-06-19 ,76.4616666666667,18.4683333333333,common minkie whale,1,ice,2011
1180, 2011-06-20 ,79.8356,11.9971,common minkie whale,1,unknown,2011
1181, 2011-06-20 ,79.7377,12.0873,common minkie whale,1,unknown,2011
1182, 2011-06-20 ,78.0366666666667,12.15,common minkie whale,1,water,2011
1183, 2011-06-21 ,79.7833333333333,12.0333333333333,common minkie whale,1,unknown,2011
1184, 2011-06-21 ,76.0666666666667,15.1,common minkie whale,1,unknown,2011
1185, 2011-06-21 ,73.8833333333333,17.6,common minkie whale,1,unknown,2011
1186, 2011-06-22 ,76.55,14.15,common minkie whale,1,unknown,2011
1187, 2011-06-22 ,76.55,14.1333333333333,common minkie whale,1,unknown,2011
1188, 2011-06-23 ,75.1372528076172,14.8484926223755,common minkie whale,1,water,2011
1189, 2011-06-24 ,79.2122,11.7393,common minkie whale,1,unknown,2011
1190, 2011-06-27 ,78.4316666666667,12.0266666666667,common minkie whale,1,unknown,2011
1191, 2011-06-27 ,78.3925,12.185,common minkie whale,1,water,2011
1192, 2011-06-29 ,78.4511,11.9704,common minkie whale,1,water,2011
1193, 2011-06-29 ,79.6416666666667,13.2733333333333,common minkie whale,1,unknown,2011
1194, 2011-06-29 ,79.71,13.945,common minkie whale,1,unknown,2011
1195, 2011-07-02 ,79.0616666666667,11.5183333333333,common minkie whale,1,water,2011
1196, 2011-07-06 ,75.1904830932617,14.4339380264282,common minkie whale,1,water,2011
1197, 2011-07-08 ,79.6033333333333,13.0033333333333,common minkie whale,1,water,2011
1198, 2011-07-13 ,79.6664,13.2947,common minkie whale,1,water,2011
1199, 2011-07-21 ,79.6411,13.6254,common minkie whale,1,water,2011
1200, 2011-07-22 ,80.0293,14.0159,common minkie whale,1,water,2011
1201, 2011-07-23 ,80.5465,19.5334,common minkie whale,1,water,2011
1202, 2011-07-29 ,79.6166666666667,12.9616666666667,common minkie whale,1,unknown,2011
1203, 2011-07-29 ,79.6666666666667,13.407,common minkie whale,1,unknown,2011
1204, 2011-08-09 ,79.8055,11.5677,common minkie whale,1,water,2011
1205, 2011-08-14 ,77.9027,19.7806,common minkie whale,1,water,2011
1206, 2011-08-25 ,78.267,15.117,common minkie whale,1,unknown,2011
1207, 2011-08-28 ,79.917,13.517,common minkie whale,1,unknown,2011
1208, 2011-08-29 ,79.067,16.117,common minkie whale,1,unknown,2011
1209, 2011-08-30 ,78.45,4.88333333333333,common minkie whale,1,unknown,2011
1210, 2011-08-31 ,79.985,17.83,common minkie whale,1,unknown,2011
1211, 2011-09-06 ,76.2434768676758,13.9312763214111,common minkie whale,1,water,2011
1212, 2011-09-08 ,80.0161,14.5891,common minkie whale,1,water,2011
1213, 2011-09-09 ,74.0833333333333,37.35,common minkie whale,1,unknown,2011
1214, 2011-09-10 ,75.8,25.7166666666667,common minkie whale,1,unknown,2011
1215, 2011-09-10 ,75.8,25.7166666666667,common minkie whale,1,unknown,2011
1216, 2011-09-10 ,75.8,25.7166666666667,common minkie whale,1,unknown,2011
1217, 2011-09-12 ,77.6666666666667,13.3833333333333,common minkie whale,1,unknown,2011
1218, 2011-09-12 ,77.6666666666667,13.3833333333333,common minkie whale,1,unknown,2011
1219, 2011-09-12 ,77.6,13.4,common minkie whale,1,unknown,2011
1220, 2011-09-12 ,77.6,13.4,common minkie whale,1,unknown,2011
1221, 2011-09-15 ,76.7,13.8166666666667,common minkie whale,1,unknown,2011
1222, 2011-09-16 ,76.9166666666667,23.2166666666667,common minkie whale,1,unknown,2011
1223, 2011-09-16 ,76.3551559448242,12.0625505447388,common minkie whale,1,water,2011
1224, 2011-09-16 ,76.9166666666667,23.3333333333333,common minkie whale,1,unknown,2011
1225, 2011-09-16 ,76.9166666666667,23.2,common minkie whale,1,unknown,2011
1226, 2011-09-16 ,76.9166666666667,23.1666666666667,common minkie whale,1,unknown,2011
1227, 2011-09-16 ,76.9333333333333,23.6666666666667,common minkie whale,1,unknown,2011
1228, 2011-09-16 ,76.9333333333333,23.6,common minkie whale,1,unknown,2011
1229, 2011-09-16 ,76.9166666666667,23.25,common minkie whale,1,unknown,2011
1230, 2011-09-17 ,76.3724517822266,12.1080265045166,common minkie whale,1,water,2011
1231, 2011-09-17 ,76.25,30.1,common minkie whale,1,unknown,2011
1232, 2011-09-18 ,76.4382171630859,12.2320146560669,common minkie whale,1,water,2011
1233, 2011-09-19 ,76.4382171630859,12.2320146560669,common minkie whale,1,water,2011
1234, 2011-09-20 ,76.774787902832,12.5589513778687,common minkie whale,1,water,2011
1235, 2011-09-20 ,76.6333333333333,37.7666666666667,common minkie whale,1,unknown,2011
1236, 2011-09-21 ,77.0166666666667,27.9,common minkie whale,1,unknown,2011
1237, 2011-09-21 ,77.0166666666667,27.9,common minkie whale,1,unknown,2011
1238, 2011-09-22 ,77.4166666666667,27.3166666666667,common minkie whale,1,unknown,2011
1239, 2011-09-22 ,77.45,28.0166666666667,common minkie whale,1,unknown,2011
1240, 2011-09-22 ,77.4333333333333,27.5166666666667,common minkie whale,1,unknown,2011
1241, 2011-09-22 ,77.4333333333333,27.8166666666667,common minkie whale,1,unknown,2011
1242, 2011-09-22 ,77.4333333333333,27.5666666666667,common minkie whale,1,unknown,2011
1243, 2011-09-22 ,77.45,28.4666666666667,common minkie whale,1,unknown,2011
1244, 2011-09-23 ,77.9666666666667,35.9833333333333,common minkie whale,1,unknown,2011
1245, 2011-09-24 ,77.95,27.5333333333333,common minkie whale,1,unknown,2011
1246, 2011-09-24 ,78.0166666666667,26.2333333333333,common minkie whale,1,unknown,2011
1247, 2011-09-24 ,78.0833333333333,25.6833333333333,common minkie whale,1,unknown,2011
1248, 2011-09-24 ,77.95,26.8,common minkie whale,1,unknown,2011
1249, 2011-09-24 ,78.1833333333333,25.5666666666667,common minkie whale,1,unknown,2011
1250, 2011-09-24 ,78.15,25.4,common minkie whale,1,unknown,2011
1251, 2011-09-24 ,78.1,25.6166666666667,common minkie whale,1,unknown,2011
1252, 2011-09-24 ,77.95,27.05,common minkie whale,1,unknown,2011
1253, 2011-09-24 ,77.95,27.0666666666667,common minkie whale,1,unknown,2011
1254, 2011-09-24 ,78.0166666666667,26.2166666666667,common minkie whale,1,unknown,2011
1255, 2011-09-24 ,78.1,25.5,common minkie whale,1,unknown,2011
1256, 2011-09-24 ,78.05,26.0166666666667,common minkie whale,1,unknown,2011
1257, 2011-09-24 ,77.95,26.9666666666667,common minkie whale,1,unknown,2011
1258, 2011-09-24 ,77.9666666666667,26.65,common minkie whale,1,unknown,2011
1259, 2011-09-24 ,77.95,27.05,common minkie whale,1,unknown,2011
1260, 2011-09-24 ,77.95,27.1,common minkie whale,1,unknown,2011
1261, 2011-09-24 ,77.95,26.9666666666667,common minkie whale,1,unknown,2011
1262, 2011-09-24 ,78.0333333333333,26.15,common minkie whale,1,unknown,2011
1263, 2011-09-24 ,78.0833333333333,25.7166666666667,common minkie whale,1,unknown,2011
1264, 2011-09-24 ,77.9349746704102,10.0009670257568,common minkie whale,1,water,2011
1265, 2011-09-24 ,77.95,27.1333333333333,common minkie whale,1,unknown,2011
1266, 2011-09-24 ,77.95,27.3,common minkie whale,1,unknown,2011
1267, 2011-09-24 ,78.0833333333333,25.6666666666667,common minkie whale,1,unknown,2011
1268, 2011-09-24 ,77.95,27.2666666666667,common minkie whale,1,unknown,2011
1269, 2011-09-24 ,78.2166666666667,25.65,common minkie whale,1,unknown,2011
1270, 2011-09-24 ,77.9666666666667,26.6,common minkie whale,1,unknown,2011
1271, 2011-09-24 ,78.1166666666667,25.35,common minkie whale,1,unknown,2011
1272, 2011-09-24 ,77.95,27.5833333333333,common minkie whale,1,unknown,2011
1273, 2011-09-24 ,77.95,27.4833333333333,common minkie whale,1,unknown,2011
1274, 2011-09-24 ,77.95,27.1833333333333,common minkie whale,1,unknown,2011
1275, 2011-09-24 ,78.2333333333333,25.75,common minkie whale,1,unknown,2011
1276, 2011-09-24 ,78.0833333333333,25.65,common minkie whale,1,unknown,2011
1277, 2011-09-24 ,77.9666666666667,26.5666666666667,common minkie whale,1,unknown,2011
1278, 2011-09-24 ,78.15,25.4,common minkie whale,1,unknown,2011
1279, 2011-09-24 ,78.0833333333333,25.6833333333333,common minkie whale,1,unknown,2011
1280, 2011-09-24 ,78.1,25.6,common minkie whale,1,unknown,2011
1281, 2011-09-24 ,78.15,25.4,common minkie whale,1,unknown,2011
1282, 2011-09-24 ,77.95,27.0333333333333,common minkie whale,1,unknown,2011
1283, 2011-09-24 ,77.95,27.2666666666667,common minkie whale,1,unknown,2011
1284, 2011-09-24 ,77.9666666666667,26.6166666666667,common minkie whale,1,unknown,2011
1285, 2011-09-24 ,78.15,25.45,common minkie whale,1,unknown,2011
1286, 2011-09-24 ,78.1333333333333,25.3833333333333,common minkie whale,1,unknown,2011
1287, 2011-09-24 ,77.95,27.0833333333333,common minkie whale,1,unknown,2011
1288, 2011-09-25 ,78.4,34.0333333333333,common minkie whale,1,unknown,2011
1289, 2011-09-25 ,78.4,34.0666666666667,common minkie whale,1,unknown,2011
1290, 2011-09-25 ,78.4166666666667,34.9666666666667,common minkie whale,1,unknown,2011
1291, 2011-09-25 ,78.4,33.5166666666667,common minkie whale,1,unknown,2011
1292, 2011-09-25 ,78.4,34.25,common minkie whale,1,unknown,2011
1293, 2011-09-25 ,78.4,34.2333333333333,common minkie whale,1,unknown,2011
1294, 2011-09-25 ,78.4,34.2333333333333,common minkie whale,1,unknown,2011
1295, 2011-09-25 ,78.4,33.55,common minkie whale,1,unknown,2011
1296, 2011-09-25 ,78.4,34.2333333333333,common minkie whale,1,unknown,2011
1297, 2011-09-25 ,78.4,33.6333333333333,common minkie whale,1,unknown,2011
1298, 2011-09-25 ,78.4,34.2333333333333,common minkie whale,1,unknown,2011
1299, 2011-09-25 ,78.4,33.9333333333333,common minkie whale,1,unknown,2011
1300, 2011-09-25 ,78.4,33.5,common minkie whale,1,unknown,2011
1301, 2011-09-25 ,78.4,34.15,common minkie whale,1,unknown,2011
1302, 2011-09-25 ,78.4,34.0333333333333,common minkie whale,1,unknown,2011
1303, 2011-09-25 ,78.4,33.9333333333333,common minkie whale,1,unknown,2011
1304, 2011-09-25 ,78.4,33.9166666666667,common minkie whale,1,unknown,2011
1305, 2011-09-25 ,78.4166666666667,34.8166666666667,common minkie whale,1,unknown,2011
1306, 2011-09-25 ,78.4,34.0833333333333,common minkie whale,1,unknown,2011
1307, 2011-09-25 ,78.4,34.2333333333333,common minkie whale,1,unknown,2011
1308, 2011-09-25 ,78.4,33.9833333333333,common minkie whale,1,unknown,2011
1309, 2011-09-25 ,78.4,33.65,common minkie whale,1,unknown,2011
1310, 2011-09-25 ,78.4,34.0166666666667,common minkie whale,1,unknown,2011
1311, 2011-09-25 ,77.9482192993164,9.98660469055176,common minkie whale,1,water,2011
1312, 2011-09-25 ,78.4,33.4833333333333,common minkie whale,1,unknown,2011
1313, 2011-09-25 ,78.4166666666667,35.0166666666667,common minkie whale,1,unknown,2011
1314, 2011-09-25 ,78.4166666666667,34.7833333333333,common minkie whale,1,unknown,2011
1315, 2011-09-25 ,78.4166666666667,34.85,common minkie whale,1,unknown,2011
1316, 2011-09-25 ,78.4,33.4,common minkie whale,1,unknown,2011
1317, 2011-09-27 ,78.0817642211914,10.6056461334229,common minkie whale,1,water,2011
1318, 2011-09-28 ,78.0913009643555,10.6174821853638,common minkie whale,1,water,2011
1319, 2011-09-29 ,76.8666666666667,30.4166666666667,common minkie whale,1,unknown,2011
1320, 2011-09-29 ,78.0882797241211,10.6042537689209,common minkie whale,1,water,2011
1321, 2011-09-30 ,78.0882797241211,10.6042537689209,common minkie whale,1,water,2011
1322, 2011-10-01 ,78.1051025390625,10.7757978439331,common minkie whale,1,water,2011
1323, 2011-10-03 ,78.1283874511719,11.2229528427124,common minkie whale,1,water,2011
1324, 2011-10-04 ,78.1147155761719,11.2709712982178,common minkie whale,1,water,2011
1325, 2011-10-06 ,78.0869979858398,11.1817665100098,common minkie whale,1,water,2011
1326, 2011-10-10 ,78.0067520141602,11.9786682128906,common minkie whale,1,water,2011
1327, 2011-10-12 ,78.0397109985352,12.2151794433594,common minkie whale,1,water,2011
1328, 2011-10-13 ,78.0585021972656,12.2092247009277,common minkie whale,1,water,2011
1329, 2011-10-14 ,78.0777130126953,12.2025556564331,common minkie whale,1,water,2011
1330, 2011-10-15 ,78.090446472168,12.0912532806396,common minkie whale,1,water,2011
1331, 2011-10-16 ,78.1012268066406,12.1611938476562,common minkie whale,1,water,2011
1332, 2011-10-17 ,78.0973205566406,12.1602725982666,common minkie whale,1,water,2011
1333, 2011-10-18 ,78.0808944702148,12.1568689346313,common minkie whale,1,water,2011
1334, 2011-10-22 ,78.1059265136719,12.2554845809937,common minkie whale,1,water,2011
1335, 2011-10-25 ,78.1134567260742,12.2781248092651,common minkie whale,1,water,2011
1336, 2011-10-27 ,78.1174163818359,12.2731218338013,common minkie whale,1,water,2011
1337, 2011-10-28 ,78.116828918457,12.2640705108643,common minkie whale,1,water,2011
1338, 2011-10-29 ,78.0682144165039,12.1716041564941,common minkie whale,1,water,2011
1339, 2011-10-30 ,78.0679397583008,12.1701908111572,common minkie whale,1,water,2011
1340, 2011-10-31 ,78.0679397583008,12.1701908111572,common minkie whale,1,water,2011
1341, 2011-11-04 ,78.0938415527344,12.3355731964111,common minkie whale,1,water,2011
1342, 2011-11-06 ,78.1166076660156,12.3140296936035,common minkie whale,1,water,2011
1343, 2011-11-07 ,78.1225433349609,12.2896509170532,common minkie whale,1,water,2011
1344, 2011-11-08 ,78.126708984375,12.288779258728,common minkie whale,1,water,2011
1345, 2011-11-09 ,78.1380767822266,12.3405418395996,common minkie whale,1,water,2011
1346, 2011-11-10 ,78.1387481689453,12.3534936904907,common minkie whale,1,water,2011
1347, 2011-11-11 ,78.1366271972656,12.4091291427612,common minkie whale,1,water,2011
1348, 2011-11-12 ,78.1351089477539,12.3737630844116,common minkie whale,1,water,2011
1349, 2011-11-13 ,78.1313934326172,12.2983646392822,common minkie whale,1,water,2011
1350, 2011-11-14 ,78.1313934326172,12.2983646392822,common minkie whale,1,water,2011
1351, 2011-11-15 ,78.131965637207,12.2799577713013,common minkie whale,1,water,2011
1352, 2011-11-16 ,78.1304931640625,12.3072452545166,common minkie whale,1,water,2011
1353, 2011-11-18 ,78.1268539428711,12.3743104934692,common minkie whale,1,water,2011
1354, 2011-11-20 ,78.1355819702148,12.4942646026611,common minkie whale,1,water,2011
1355, 2011-11-22 ,78.1278762817383,12.7708377838135,common minkie whale,1,water,2011
1356, 2011-11-23 ,78.1161193847656,12.8568782806396,common minkie whale,1,water,2011
1357, 2011-11-25 ,78.1078109741211,13.0155334472656,common minkie whale,1,water,2011
1358, 2011-11-26 ,78.1025772094727,13.0417604446411,common minkie whale,1,water,2011
1359, 2011-11-27 ,78.1025772094727,13.0417604446411,common minkie whale,1,water,2011
1360, 2011-12-04 ,78.097053527832,13.0394954681396,common minkie whale,1,water,2011
1361, 2011-12-10 ,78.0943450927734,12.9890565872192,common minkie whale,1,water,2011
1362, 2011-12-11 ,78.0919036865234,12.9845457077026,common minkie whale,1,water,2011
1363, 2011-12-12 ,78.0914535522461,12.9836139678955,common minkie whale,1,water,2011
1364, 2011-12-14 ,78.0953521728516,12.8980350494385,common minkie whale,1,water,2011
1365, 2011-12-15 ,78.1100311279297,12.930139541626,common minkie whale,1,water,2011
1366, 2011-12-16 ,78.1127166748047,12.9204711914062,common minkie whale,1,water,2011
1367, 2011-12-17 ,78.1172866821289,12.9409399032593,common minkie whale,1,water,2011
1368, 2011-12-18 ,78.1174850463867,12.9477624893188,common minkie whale,1,water,2011
1369, 2011-12-19 ,78.1175994873047,12.9773683547974,common minkie whale,1,water,2011
1370, 2011-12-20 ,78.1320114135742,13.0440168380737,common minkie whale,1,water,2011
1371, 2011-12-30 ,78.099739074707,13.4758338928223,common minkie whale,1,water,2011
1372, 2012-01-05 ,78.0996780395508,12.8794898986816,common minkie whale,1,water,2012
1373, 2012-01-06 ,78.1011123657227,12.7823305130005,common minkie whale,1,water,2012
1374, 2012-01-08 ,78.1028213500977,12.506178855896,common minkie whale,1,water,2012
1375, 2012-01-15 ,78.0804824829102,12.3135681152344,common minkie whale,1,water,2012
1376, 2012-01-17 ,78.0644989013672,12.2054891586304,common minkie whale,1,water,2012
1377, 2012-01-19 ,78.1538391113281,12.3781290054321,common minkie whale,1,water,2012
1378, 2012-01-22 ,78.0726470947266,13.1832599639893,common minkie whale,1,water,2012
1379, 2012-01-25 ,78.0811614990234,13.3270425796509,common minkie whale,1,water,2012
1380, 2012-01-30 ,78.1189651489258,13.4198427200317,common minkie whale,1,water,2012
1381, 2012-02-02 ,78.0989303588867,13.1739749908447,common minkie whale,1,water,2012
1382, 2012-02-05 ,78.079475402832,12.96178150177,common minkie whale,1,water,2012
1383, 2012-02-08 ,78.1067199707031,12.4525060653687,common minkie whale,1,water,2012
1384, 2012-02-09 ,78.1068801879883,12.437912940979,common minkie whale,1,water,2012
1385, 2012-02-10 ,78.1504821777344,12.4527893066406,common minkie whale,1,water,2012
1386, 2012-04-30 ,78.1938247680664,4.46043491363525,common minkie whale,1,water,2012
1387, 2012-05-04 ,78.1742248535156,5.71939611434937,common minkie whale,1,water,2012
1388, 2012-05-05 ,78.1898040771484,5.98384284973145,common minkie whale,1,water,2012
1389, 2012-05-06 ,78.192024230957,5.99389934539795,common minkie whale,1,water,2012
1390, 2012-05-14 ,78.674072265625,8.6423168182373,common minkie whale,1,water,2012
1391, 2012-05-15 ,78.6493835449219,8.65978813171387,common minkie whale,1,water,2012
1392, 2012-05-16 ,78.6307067871094,8.65135478973389,common minkie whale,1,water,2012
