,date,latitude,longitude,species,total,habitat,year
14975, 2013-06-26 ,79.788,11.826,polar bear,1,land,2013
14976, 2013-06-27 ,79.677,13.296,polar bear,1,land,2013
14977, 2013-06-28 ,79.511,17.903,polar bear,1,land,2013
14978, 2013-06-28 ,79.625,12.769,polar bear,1,land,2013
14979, 2013-06-29 ,80.2616666666667,15.2316666666667,polar bear,1,ice,2013
14980, 2013-06-30 ,80.12,15.08,polar bear,1,ice,2013
14981, 2013-06-30 ,80.21,16.55,polar bear,1,ice,2013
14982, 2013-06-30 ,80.27,15.2316666666667,polar bear,1,ice,2013
14983, 2013-06-30 ,80.7666666666667,20.1666666666667,polar bear,1,ice,2013
14984, 2013-07-01 ,79.5716666666667,12.755,polar bear,1,land,2013
14985, 2013-07-02 ,78.9333333333333,12.2166666666667,polar bear,1,land,2013
14986, 2013-07-02 ,79.15,22.51,polar bear,1,water,2013
14987, 2013-07-02 ,79.3416666666667,20.0333333333333,polar bear,1,land,2013
14988, 2013-07-03 ,77.933,21.471,polar bear,1,land,2013
14989, 2013-07-03 ,78.668,21.234,polar bear,1,land,2013
14990, 2013-07-03 ,79.85,11.6166666666667,polar bear,1,land,2013
14991, 2013-07-04 ,77.38,22.525,polar bear,1,land,2013
14992, 2013-07-04 ,78.9233333333333,12.0216666666667,polar bear,1,land,2013
14993, 2013-07-04 ,79.6166666666667,12.7166666666667,polar bear,1,land,2013
14994, 2013-07-04 ,80.35,16.56,polar bear,1,ice,2013
14995, 2013-07-05 ,79.6533333333333,13.35,polar bear,1,land,2013
14996, 2013-07-05 ,79.773,13.509,polar bear,1,land,2013
14997, 2013-07-06 ,77.014,15.878,polar bear,1,water,2013
14998, 2013-07-06 ,78.923,11.935,polar bear,1,land,2013
14999, 2013-07-06 ,80.6666666666667,17.7833333333333,polar bear,1,ice,2013
15000, 2013-07-06 ,80.7333333333333,20.2666666666667,polar bear,1,ice,2013
15001, 2013-07-08 ,79.436,11.009,polar bear,1,land,2013
15002, 2013-07-08 ,79.436,11.009,polar bear,1,land,2013
15003, 2013-07-08 ,79.6333333333333,14.8333333333333,polar bear,1,land,2013
15004, 2013-07-08 ,80.6729,20.9461,polar bear,1,ice,2013
15005, 2013-07-09 ,77.599286509,14.911440833,polar bear,1,land,2013
15006, 2013-07-09 ,77.6571910794,14.7321313216,polar bear,1,land,2013
15007, 2013-07-09 ,77.7394439467,14.6062991863,polar bear,1,land,2013
15008, 2013-07-09 ,79.3666666666667,22.8166666666667,polar bear,1,land,2013
15009, 2013-07-09 ,79.7372,10.9675,polar bear,1,land,2013
15010, 2013-07-10 ,78.25,21.9333333333333,polar bear,1,land,2013
15011, 2013-07-10 ,80.409,21.525,polar bear,1,ice,2013
15012, 2013-07-10 ,80.451,21.363,polar bear,1,ice,2013
15013, 2013-07-10 ,80.7783333333333,18.745,polar bear,1,unknown,2013
15014, 2013-07-11 ,77.55,15.0833333333333,polar bear,1,land,2013
15015, 2013-07-11 ,80.029,18.146,polar bear,1,land,2013
15016, 2013-07-11 ,80.1158,28.0376,polar bear,1,land,2013
15017, 2013-07-11 ,80.8066666666667,19.22,polar bear,1,unknown,2013
15018, 2013-07-12 ,76.9833333333333,22.2666666666667,polar bear,1,water,2013
15019, 2013-07-12 ,79.214,22.195,polar bear,1,water,2013
15020, 2013-07-12 ,79.5583333333333,18.705,polar bear,1,unknown,2013
15021, 2013-07-12 ,80.35,22.058,polar bear,1,ice,2013
15022, 2013-07-13 ,78.113,21.034,polar bear,1,land,2013
15023, 2013-07-13 ,80.0466666666667,14.8016666666667,polar bear,1,unknown,2013
15024, 2013-07-13 ,80.1364,28.0134,polar bear,1,land,2013
15025, 2013-07-14 ,79.1566666666667,11.625,polar bear,1,unknown,2013
15026, 2013-07-14 ,79.675,13.3833333333333,polar bear,1,land,2013
15027, 2013-07-14 ,80.005,14.4366666666667,polar bear,1,land,2013
15028, 2013-07-16 ,78.914,12.051,polar bear,1,land,2013
15029, 2013-07-16 ,79.5783333333333,18.5383333333333,polar bear,1,land,2013
15030, 2013-07-17 ,79.3,21.0666666666667,polar bear,1,land,2013
15031, 2013-07-18 ,78.0819,20.8069,polar bear,1,land,2013
15032, 2013-07-18 ,79.2066666666667,11.1533333333333,polar bear,1,land,2013
15033, 2013-07-18 ,80.591,20.167,polar bear,1,ice,2013
15034, 2013-07-18 ,80.599,20.216,polar bear,1,ice,2013
15035, 2013-07-19 ,79.538,13.383,polar bear,1,land,2013
15036, 2013-07-20 ,80.559,20.224,polar bear,1,ice,2013
15037, 2013-07-20 ,80.568,20.18,polar bear,1,ice,2013
15038, 2013-07-21 ,78.082,20.882,polar bear,1,land,2013
15039, 2013-07-21 ,80.598,20.118,polar bear,1,water,2013
15040, 2013-07-21 ,81.045,19.587,polar bear,1,ice,2013
15041, 2013-07-22 ,79.56,20.93,polar bear,1,land,2013
15042, 2013-07-23 ,78.2,21.75,polar bear,1,land,2013
15043, 2013-07-23 ,78.2166666666667,21.05,polar bear,1,land,2013
15044, 2013-07-23 ,79.376,20.757,polar bear,1,land,2013
15045, 2013-07-23 ,79.5962,18.3786,polar bear,1,land,2013
15046, 2013-07-23 ,79.68038,13.32437,polar bear,1,land,2013
15047, 2013-07-24 ,78.6833333333333,21.0833333333333,polar bear,1,land,2013
15048, 2013-07-24 ,79.341,18.272,polar bear,1,land,2013
15049, 2013-07-25 ,79.57046,18.53913,polar bear,1,land,2013
15050, 2013-07-28 ,79.6166666666667,13.4166666666667,polar bear,1,land,2013
15051, 2013-07-28 ,79.6166666666667,12.7666666666667,polar bear,1,land,2013
15052, 2013-07-28 ,79.7,13.7166666666667,polar bear,1,land,2013
15053, 2013-07-29 ,79.72,10.923,polar bear,1,land,2013
15054, 2013-07-30 ,79.85,11.5833333333333,polar bear,1,water,2013
15055, 2013-07-30 ,80.55,22.57,polar bear,1,water,2013
15056, 2013-07-30 ,81.05,22.47,polar bear,1,ice,2013
15057, 2013-07-31 ,79.1333333333333,11.8333333333333,polar bear,1,water,2013
15058, 2013-07-31 ,81.15,22.58,polar bear,1,ice,2013
15059, 2013-08-01 ,79.3629333333333,20.7283833333333,polar bear,1,land,2013
15060, 2013-08-01 ,79.5899333333333,18.4283,polar bear,1,land,2013
15061, 2013-08-01 ,79.67985,13.32844,polar bear,1,land,2013
15062, 2013-08-01 ,81.19,23.16,polar bear,1,water,2013
15063, 2013-08-01 ,81.28,23.29,polar bear,1,ice,2013
15064, 2013-08-02 ,78.52838,12.83628,polar bear,1,land,2013
15065, 2013-08-02 ,79.8678666666667,16.9833333333333,polar bear,1,land,2013
15066, 2013-08-02 ,80.68502,20.85924,polar bear,1,land,2013
15067, 2013-08-02 ,81.51,22.18,polar bear,1,ice,2013
15068, 2013-08-02 ,81.59757,20.97598,polar bear,1,ice,2013
15069, 2013-08-03 ,79.6453666666667,11.2941666666667,polar bear,1,water,2013
15070, 2013-08-03 ,80.65711,25.00781,polar bear,1,water,2013
15071, 2013-08-03 ,81.1862,22.72825,polar bear,1,ice,2013
15072, 2013-08-05 ,78.5772,16.5389,polar bear,1,land,2013
15073, 2013-08-06 ,78.20403,21.11222,polar bear,1,land,2013
15074, 2013-08-06 ,79.34892,20.7307,polar bear,1,land,2013
15075, 2013-08-06 ,79.6333333333333,11.2833333333333,polar bear,1,land,2013
15076, 2013-08-06 ,79.7666666666667,10.8833333333333,polar bear,1,land,2013
15077, 2013-08-06 ,79.7666666666667,10.8666666666667,polar bear,1,land,2013
15078, 2013-08-06 ,79.7814333333333,11.9241833333333,polar bear,1,land,2013
15079, 2013-08-07 ,76.97,16.31,polar bear,1,land,2013
15080, 2013-08-07 ,79.28815,11.54845,polar bear,1,land,2013
15081, 2013-08-07 ,79.55,20.93,polar bear,1,land,2013
15082, 2013-08-07 ,79.793409,11.76772,polar bear,1,land,2013
15083, 2013-08-07 ,80.0216666666667,18.385,polar bear,1,land,2013
15084, 2013-08-08 ,79.6453666666667,11.2941666666667,polar bear,1,land,2013
15085, 2013-08-08 ,79.6863833333333,12.1411166666667,polar bear,1,land,2013
15086, 2013-08-08 ,81.404,20.152,polar bear,1,ice,2013
15087, 2013-08-08 ,81.6482833333333,22.4619666666667,polar bear,1,ice,2013
15088, 2013-08-09 ,79.36975,17.66449,polar bear,1,land,2013
15089, 2013-08-09 ,80.6571666666667,25.0618333333333,polar bear,1,land,2013
15090, 2013-08-10 ,81.03,23.35,polar bear,1,water,2013
15091, 2013-08-10 ,81.3,23.59,polar bear,1,ice,2013
15092, 2013-08-11 ,79.3666666666667,17.6833333333333,polar bear,1,land,2013
15093, 2013-08-11 ,81.32,23.56,polar bear,1,ice,2013
15094, 2013-08-11 ,81.32,24.04,polar bear,1,ice,2013
15095, 2013-08-11 ,81.38,24.16,polar bear,1,ice,2013
15096, 2013-08-11 ,81.4,24.24,polar bear,1,ice,2013
15097, 2013-08-11 ,81.45,24.56,polar bear,1,ice,2013
15098, 2013-08-12 ,76.92,16.29,polar bear,1,ice,2013
15099, 2013-08-12 ,79.578,18.045,polar bear,1,land,2013
15100, 2013-08-12 ,81.44,24.5,polar bear,1,ice,2013
15101, 2013-08-12 ,81.44,24.49,polar bear,1,ice,2013
15102, 2013-08-12 ,81.45,25.14,polar bear,1,ice,2013
15103, 2013-08-12 ,81.45,25.58,polar bear,1,ice,2013
15104, 2013-08-12 ,81.46,24.58,polar bear,1,ice,2013
15105, 2013-08-12 ,81.46,25.13,polar bear,1,ice,2013
15106, 2013-08-13 ,79.18,24.18,polar bear,1,ice,2013
15107, 2013-08-13 ,80.6941,20.8824,polar bear,1,unknown,2013
15108, 2013-08-15 ,80.6526,25.0086,polar bear,1,unknown,2013
15109, 2013-08-16 ,77.75,14.5166666666667,polar bear,1,land,2013
15110, 2013-08-16 ,79.5724,12.7319,polar bear,1,land,2013
15111, 2013-08-17 ,80.68504,21.04793,polar bear,1,land,2013
15112, 2013-08-18 ,78.2116666666667,22.1483333333333,polar bear,1,unknown,2013
15113, 2013-08-18 ,80.68504,21.04793,polar bear,1,land,2013
15114, 2013-08-18 ,80.69128,20.98789,polar bear,1,land,2013
15115, 2013-08-18 ,81.74213,24.23588,polar bear,1,ice,2013
15116, 2013-08-19 ,77.50421,14.56445,polar bear,1,land,2013
15117, 2013-08-20 ,78.94649,20.46935,polar bear,1,land,2013
15118, 2013-08-20 ,79.5933,12.625,polar bear,1,land,2013
15119, 2013-08-21 ,79.666,13.013,polar bear,1,land,2013
15120, 2013-08-22 ,77.08401,15.98348,polar bear,1,water,2013
15121, 2013-08-22 ,78.663412004335,21.2074738602075,polar bear,1,land,2013
15122, 2013-08-22 ,79.7367,11.9167,polar bear,1,land,2013
15123, 2013-08-22 ,79.7867,11.8833,polar bear,1,land,2013
15124, 2013-08-22 ,79.8,11.4833333333333,polar bear,1,land,2013
15125, 2013-08-23 ,78.6435693116996,26.7283269212925,polar bear,1,land,2013
15126, 2013-08-23 ,78.6531420262551,26.7241701016046,polar bear,1,land,2013
15127, 2013-08-23 ,78.6542985979686,26.7209475253179,polar bear,1,land,2013
15128, 2013-08-23 ,78.6550733338931,26.7615767685008,polar bear,1,land,2013
15129, 2013-08-23 ,78.655560630239,26.7190385014437,polar bear,1,land,2013
15130, 2013-08-23 ,78.6597458858914,26.8415106850405,polar bear,1,land,2013
15131, 2013-08-23 ,78.6640560552807,26.9475855317898,polar bear,1,land,2013
15132, 2013-08-23 ,78.6673646002129,26.9386904950936,polar bear,1,land,2013
15133, 2013-08-23 ,78.6674230174736,26.9462776294461,polar bear,1,land,2013
15134, 2013-08-23 ,78.6706212880153,26.7484468420381,polar bear,1,land,2013
15135, 2013-08-23 ,78.6799443377605,26.9068745009441,polar bear,1,land,2013
15136, 2013-08-23 ,78.6844526988557,26.7003605901181,polar bear,1,land,2013
15137, 2013-08-23 ,78.7149530744522,26.5866542350744,polar bear,1,land,2013
15138, 2013-08-23 ,78.7617658475659,26.583830378222,polar bear,1,land,2013
15139, 2013-08-23 ,78.7963924209081,26.5842150563805,polar bear,1,land,2013
15140, 2013-08-23 ,78.8236219809713,26.5495086537779,polar bear,1,land,2013
15141, 2013-08-23 ,78.8291018760635,28.0918851165744,polar bear,1,land,2013
15142, 2013-08-23 ,78.8339539078188,26.528069868202,polar bear,1,land,2013
15143, 2013-08-23 ,78.8401799890735,27.998025226859,polar bear,1,land,2013
15144, 2013-08-23 ,78.8402760823691,28.1307289849577,polar bear,1,land,2013
15145, 2013-08-23 ,78.841835054095,27.949790794726,polar bear,1,land,2013
15146, 2013-08-23 ,78.8426571741541,27.9197731736181,polar bear,1,land,2013
15147, 2013-08-23 ,78.8434022773399,27.9173968456992,polar bear,1,land,2013
15148, 2013-08-23 ,78.8475915497841,29.2445159245706,polar bear,1,land,2013
15149, 2013-08-23 ,78.8506612512495,29.2875217806539,polar bear,1,land,2013
15150, 2013-08-23 ,78.8509541098625,27.87518090828,polar bear,1,land,2013
15151, 2013-08-23 ,78.8521048401076,27.8650612937362,polar bear,1,land,2013
15152, 2013-08-23 ,78.8568693395546,29.2888188488695,polar bear,1,land,2013
15153, 2013-08-23 ,78.8580650024055,28.2441040249094,polar bear,1,land,2013
15154, 2013-08-23 ,78.861011615811,28.1939789101518,polar bear,1,land,2013
15155, 2013-08-23 ,78.8629201177408,27.9439638349294,polar bear,1,land,2013
15156, 2013-08-23 ,78.8651795124411,27.9279992779797,polar bear,1,land,2013
15157, 2013-08-23 ,78.8756100658595,28.0349614320494,polar bear,1,land,2013
15158, 2013-08-23 ,78.8764210797246,28.0897278843835,polar bear,1,land,2013
15159, 2013-08-23 ,78.8836277025874,28.2965377622156,polar bear,1,land,2013
15160, 2013-08-23 ,78.8844548618509,28.1466198738661,polar bear,1,land,2013
15161, 2013-08-23 ,78.8858545313385,28.5827480424258,polar bear,1,land,2013
15162, 2013-08-23 ,78.8890295852368,28.1707046621749,polar bear,1,land,2013
15163, 2013-08-23 ,78.8892176463585,28.0984338597907,polar bear,1,land,2013
15164, 2013-08-23 ,78.8941645805812,28.2332015663934,polar bear,1,land,2013
15165, 2013-08-23 ,78.8951461151222,28.5680079555063,polar bear,1,land,2013
15166, 2013-08-23 ,78.8958527339526,28.5238612475154,polar bear,1,land,2013
15167, 2013-08-23 ,78.9019158446179,28.609663175541,polar bear,1,land,2013
15168, 2013-08-23 ,78.9044498803367,28.1495230243564,polar bear,1,land,2013
15169, 2013-08-23 ,78.9050260389972,29.6151367949892,polar bear,1,land,2013
15170, 2013-08-23 ,78.9095567926209,28.6046200396814,polar bear,1,land,2013
15171, 2013-08-23 ,78.9110060699537,29.5240811984149,polar bear,1,land,2013
15172, 2013-08-23 ,78.911597277183,28.6560791861888,polar bear,1,land,2013
15173, 2013-08-23 ,78.9515880710325,28.7190313001939,polar bear,1,land,2013
15174, 2013-08-23 ,78.9560249386377,28.4518658449866,polar bear,1,land,2013
15175, 2013-08-23 ,79.31,11.533,polar bear,1,land,2013
15176, 2013-08-24 ,80.045945984749,31.7280229809633,polar bear,1,land,2013
15177, 2013-08-24 ,80.0627367452565,31.5247893029436,polar bear,1,land,2013
15178, 2013-08-24 ,80.082106415035,31.4343146919024,polar bear,1,land,2013
15179, 2013-08-24 ,80.0834542224916,31.4385593197412,polar bear,1,land,2013
15180, 2013-08-24 ,80.0848764464849,28.2473635643074,polar bear,1,land,2013
15181, 2013-08-24 ,80.1331385622402,28.0177027886882,polar bear,1,land,2013
15182, 2013-08-24 ,80.1399159590941,28.0351335804944,polar bear,1,land,2013
15183, 2013-08-25 ,79.8078,11.5527,polar bear,1,land,2013
15184, 2013-08-25 ,80.2181212745442,22.4766811113131,polar bear,1,land,2013
15185, 2013-08-25 ,80.6480251051788,25.0129312181365,polar bear,1,land,2013
15186, 2013-08-26 ,79.05,20.1333333333333,polar bear,1,land,2013
15187, 2013-08-26 ,80.0553341661633,22.5207778708117,polar bear,1,land,2013
15188, 2013-08-26 ,80.5826628196874,20.1749171207273,polar bear,1,water,2013
15189, 2013-08-26 ,80.6319071799552,20.653834531697,polar bear,1,land,2013
15190, 2013-08-26 ,80.695180351613,20.8907916234838,polar bear,1,land,2013
15191, 2013-08-26 ,81.4,6.18,polar bear,1,ice,2013
15192, 2013-08-28 ,78.0833333333333,20.8,polar bear,1,land,2013
15193, 2013-08-28 ,79.5396732336077,19.8066367257249,polar bear,1,land,2013
15194, 2013-08-28 ,79.8211930336261,21.5871204392248,polar bear,1,land,2013
15195, 2013-08-28 ,80.527286549459,19.9836535119643,polar bear,1,land,2013
15196, 2013-08-29 ,80.6812,21.0837,polar bear,1,land,2013
15197, 2013-08-30 ,82.24,15.27,polar bear,1,ice,2013
15198, 2013-08-30 ,82.31,17.3,polar bear,1,ice,2013
15199, 2013-08-31 ,77.7,14.7666666666667,polar bear,1,land,2013
15200, 2013-08-31 ,79.3166666666667,22.6333333333333,polar bear,1,ice,2013
15201, 2013-08-31 ,82.21,15.0,polar bear,1,ice,2013
15202, 2013-09-01 ,80.0833333333333,27.2166666666667,polar bear,1,land,2013
15203, 2013-09-02 ,78.7166666666667,14.3666666666667,polar bear,1,land,2013
15204, 2013-09-05 ,79.655,11.0065,polar bear,1,land,2013
15205, 2013-09-07 ,82.2465,14.6483,polar bear,1,ice,2013
15206, 2013-09-08 ,78.65,13.3666666666667,polar bear,1,land,2013
15207, 2013-09-08 ,79.83943,11.5288,polar bear,1,land,2013
15208, 2013-09-08 ,82.15,20.2333333333333,polar bear,1,ice,2013
15209, 2013-09-08 ,82.24065,19.9921666666667,polar bear,1,ice,2013
15210, 2013-09-09 ,79.5833333333333,12.7666666666667,polar bear,1,land,2013
15211, 2013-09-09 ,79.65,12.9166666666667,polar bear,1,land,2013
15212, 2013-09-09 ,80.07274,19.29747,polar bear,1,land,2013
15213, 2013-09-09 ,80.69158,20.866,polar bear,1,land,2013
15214, 2013-09-09 ,80.69187,20.958,polar bear,1,land,2013
15215, 2013-09-09 ,80.7166666666667,21.0833333333333,polar bear,1,land,2013
15216, 2013-09-10 ,80.68085,21.063,polar bear,1,land,2013
15217, 2013-09-10 ,80.7299,20.72528,polar bear,1,land,2013
15218, 2013-09-11 ,79.8,11.8333333333333,polar bear,1,water,2013
15219, 2013-09-12 ,80.10485,19.1478,polar bear,1,land,2013
15220, 2013-09-12 ,80.11347,19.37895,polar bear,1,land,2013
15221, 2013-09-13 ,79.57467,12.69882,polar bear,1,land,2013
15222, 2013-09-13 ,79.62484,12.77033,polar bear,1,land,2013
15223, 2013-09-13 ,81.7,0.566666666666667,polar bear,1,unknown,2013
15224, 2013-09-13 ,81.7333333333333,0.3,polar bear,1,unknown,2013
15225, 2013-09-13 ,81.7333333333333,0.816666666666667,polar bear,1,unknown,2013
15226, 2013-09-14 ,81.85,0.433333333333333,polar bear,1,unknown,2013
15227, 2013-09-14 ,81.9833333333333,0.433333333333333,polar bear,1,unknown,2013
15228, 2013-09-15 ,81.9666666666667,1.6,polar bear,1,unknown,2013
15229, 2013-09-16 ,81.7833333333333,3.36666666666667,polar bear,1,unknown,2013
15230, 2013-09-16 ,81.8333333333333,3.36666666666667,polar bear,1,unknown,2013
15231, 2013-09-17 ,81.7166666666667,0.6,polar bear,1,unknown,2013
15232, 2013-09-17 ,81.7166666666667,0.616666666666667,polar bear,1,unknown,2013
15233, 2013-09-17 ,81.7166666666667,0.633333333333333,polar bear,1,unknown,2013
15234, 2013-09-18 ,81.9833333333333,0.05,polar bear,1,unknown,2013
15235, 2013-09-18 ,81.9833333333333,0.0,polar bear,1,unknown,2013
15236, 2013-09-18 ,81.9833333333333,0.1,polar bear,1,unknown,2013
15237, 2013-09-18 ,82.0,0.566666666666667,polar bear,1,unknown,2013
15238, 2013-09-19 ,82.4833333333333,3.43333333333333,polar bear,1,unknown,2013
15239, 2013-09-20 ,80.191,18.8288,polar bear,1,land,2013
15240, 2013-09-20 ,84.0666666666667,2.31666666666667,polar bear,1,unknown,2013
15241, 2013-09-22 ,79.6333333333333,11.2333333333333,polar bear,1,land,2013
15242, 2013-09-22 ,80.2662,25.3449,polar bear,1,land,2013
15243, 2013-09-23 ,79.9589,27.3028,polar bear,1,land,2013
15244, 2013-09-24 ,83.3833333333333,20.5666666666667,polar bear,1,ice,2013
15245, 2013-09-24 ,83.4,20.55,polar bear,1,ice,2013
15246, 2013-09-24 ,83.4,20.55,polar bear,1,ice,2013
15247, 2013-09-26 ,83.2666666666667,21.2833333333333,polar bear,1,ice,2013
15248, 2013-09-30 ,79.6333333333333,11.2333333333333,polar bear,1,land,2013
15249, 2013-10-01 ,79.7166666666667,12.0166666666667,polar bear,1,land,2013
15250, 2013-10-02 ,79.65,12.2,polar bear,1,land,2013
15251, 2014-04-09 ,79.7401,11.9149,polar bear,1,land,2014
15252, 2014-05-20 ,79.0133333333333,21.745,polar bear,1,,2014
15253, 2014-05-20 ,79.0133333333333,21.745,polar bear,1,,2014
15254, 2014-05-29 ,78.95,21.77,polar bear,1,ice,2014
15255, 2014-05-29 ,78.99,21.78,polar bear,1,ice,2014
15256, 2014-05-29 ,79.14,20.86,polar bear,1,ice,2014
15257, 2014-05-29 ,79.14,20.86,polar bear,1,ice,2014
15258, 2014-05-31 ,76.925,16.25,polar bear,1,land,2014
15259, 2014-05-31 ,77.0,16.25,polar bear,1,land,2014
15260, 2014-05-31 ,77.028,16.3333,polar bear,1,ice,2014
15261, 2014-06-01 ,77.73,24.8,polar bear,1,pack ice,2014
15262, 2014-06-02 ,77.0279,16.2971,polar bear,1,ice,2014
15263, 2014-06-03 ,76.965,16.133,polar bear,1,land,2014
15264, 2014-06-04 ,77.0139,16.3922,polar bear,1,fast ice,2014
15265, 2014-06-04 ,77.8945,18.2321,polar bear,1,ice,2014
15266, 2014-06-04 ,77.897,18.2526,polar bear,1,ice,2014
15267, 2014-06-05 ,79.694,11.313,polar bear,1,land,2014
15268, 2014-06-07 ,79.15,24.02,polar bear,1,ice,2014
15269, 2014-06-08 ,77.05,16.21,polar bear,1,ice,2014
15270, 2014-06-09 ,78.26,26.19,polar bear,1,pack ice,2014
15271, 2014-06-09 ,78.8236,21.2896,polar bear,1,fast ice,2014
15272, 2014-06-09 ,79.7213333333333,11.2073333333333,polar bear,1,ice,2014
15273, 2014-06-15 ,78.1781,21.3342,polar bear,1,land,2014
15274, 2014-06-17 ,79.7201,12.1121,polar bear,1,land,2014
15275, 2014-06-17 ,79.7468,12.0522,polar bear,1,land,2014
15276, 2014-06-21 ,79.407,11.124,polar bear,1,land,2014
15277, 2014-06-22 ,78.13,21.44,polar bear,1,land,2014
15278, 2014-06-24 ,77.4833333333333,14.7,polar bear,1,ice,2014
15279, 2014-06-24 ,79.413,11.044,polar bear,1,land,2014
15280, 2014-06-25 ,79.37,19.07,polar bear,1,ice,2014
15281, 2014-06-25 ,79.7216,11.1836,polar bear,1,land,2014
15282, 2014-06-25 ,79.7216,11.1836,polar bear,1,land,2014
15283, 2014-06-26 ,78.4116666666666,14.08,polar bear,1,land,2014
15284, 2014-06-26 ,79.98,12.75,polar bear,1,ice,2014
15285, 2014-06-27 ,80.05,11.32,polar bear,1,ice,2014
15286, 2014-06-27 ,80.1,11.4,polar bear,1,ice,2014
15287, 2014-06-27 ,80.1,11.25,polar bear,1,ice,2014
15288, 2014-06-27 ,80.11,8.53,polar bear,1,ice,2014
15289, 2014-06-27 ,80.11,11.34,polar bear,1,ice,2014
15290, 2014-06-27 ,80.11,11.24,polar bear,1,ice,2014
15291, 2014-06-28 ,77.77,13.73,polar bear,1,land,2014
15292, 2014-06-28 ,79.463,11.108,polar bear,1,land,2014
15293, 2014-07-02 ,80.06,6.45,polar bear,1,ice,2014
15294, 2014-07-03 ,79.7178333333333,11.1783333333333,polar bear,1,land,2014
15295, 2014-07-03 ,79.98,13.43,polar bear,1,ice,2014
15296, 2014-07-03 ,80.0,13.22,polar bear,1,ice,2014
15297, 2014-07-04 ,78.15,21.57,polar bear,1,land,2014
15298, 2014-07-04 ,79.75,21.5,polar bear,1,ice,2014
15299, 2014-07-04 ,79.77,11.17,polar bear,1,land,2014
15300, 2014-07-04 ,79.7941666666666,11.84,polar bear,1,land,2014
15301, 2014-07-05 ,79.6116666666666,12.7066666666666,polar bear,1,land,2014
15302, 2014-07-05 ,79.6667,12.0833,polar bear,1,water,2014
15303, 2014-07-05 ,79.77,21.52,polar bear,1,ice,2014
15304, 2014-07-06 ,78.2,21.12,polar bear,1,land,2014
15305, 2014-07-06 ,78.25,21.95,polar bear,1,land,2014
15306, 2014-07-07 ,77.03,15.95,polar bear,1,land,2014
15307, 2014-07-07 ,77.05,15.93,polar bear,1,land,2014
15308, 2014-07-07 ,78.8988,20.4971,polar bear,1,ice,2014
15309, 2014-07-07 ,78.8988,20.4971,polar bear,1,ice,2014
15310, 2014-07-07 ,78.8988,20.4971,polar bear,1,ice,2014
15311, 2014-07-07 ,79.22,19.406,polar bear,1,land,2014
15312, 2014-07-07 ,79.2666666666666,20.2133333333333,polar bear,1,land,2014
